"Carnegie" "Sal_asst" "FICE" "Name" "State" "Carnegie_code" "Sal_full" "Sal_assoc" "Sal_all" "Comp_full" "Comp_assoc" "Comp_asst" "Comp_all" "N_full" "N_assoc" "N_asst" "N_instr" "Num_tot"
3 308 3486 "David Lipscomb University" "TN" "IIB" "453" "374" 365 "561" "473" "374" 451 33 22 25 17 97
2 358 3487 "East Tennessee State Univ." "TN" "IIA" "519" "449" 411 "629" "548" "441" 504 129 124 165 68 486
3 269 3490 "Fisk University" "TN" "IIB" "383" "369" 319 "451" "437" "314" 375 17 19 17 2 65
3 271 3492 "Freed-Hardeman University" "TN" "IIB" "382" "326" 305 "454" "401" "346" 374 16 23 20 9 69
3 283 3498 "Lambuth University" "TN" "IIB" "316" "288" 294 "405" "380" "363" 379 15 9 16 2 42
3 284 3500 "Lee College" "TN" "IIB" "350" "320" 297 "431" "407" "334" 360 12 20 29 13 74
3 289 3505 "Maryville College" "TN" "IIB" "429" "351" 338 "520" "419" "348" 406 12 14 19 4 49
1 376 3509 "Memphis State University" "TN" "I" "558" "425" 443 "674" "522" "464" 542 264 194 193 71 722
2 336 3510 "Middle Tenn. State Univ." "TN" "IIA" "542" "418" 410 "654" "511" "416" 501 202 167 224 76 669
3 291 3511 "Milligan College" "TN" "IIB" "398" "334" 347 "465" "404" "337" 410 21 16 15 0 52
3 249 3518 "Southern C.Seventh-Day Advts" "TN" "IIB" "270" "261" 260 "348" "331" "322" 334 34 32 19 5 90
3 353 3519 "Rhodes College" "TN" "IIB" "575" "446" 430 "741" "566" "428" 538 23 37 46 4 110
2 330 3522 "Tennessee State University" "TN" "IIA" "477" "418" 407 "595" "524" "420" 512 111 78 71 28 288
2 346 3523 "Tennessee Technological Univ" "TN" "IIA" "547" "424" 436 "664" "527" "439" 540 146 98 100 32 376
3 290 3527 "Tusculum College" "TN" "IIB" "353" "327" 314 "426" "396" "340" 373 6 7 14 0 27
3 318 3528 "Union University" "TN" "IIB" "396" "361" 332 "496" "454" "396" 414 18 22 52 20 112
2 365 3529 "Univ. of Tenn.at Chattanooga" "TN" "IIA" "494" "420" 428 "628" "525" "452" 538 113 60 79 11 263
1 402 3530 "Univ.of Tennessee-Knoxville" "TN" "I" "600" "454" 501 "756" "570" "500" 630 535 325 202 65 1139
2 337 3531 "Univ.of Tennessee-Martin" "TN" "IIA" "473" "409" 413 "615" "509" "426" 527 103 57 48 17 225
3 347 3534 "University of the South" "TN" "IIB" "578" "427" 485 "759" "571" "447" 636 53 20 18 6 99
1 432 3535 "Vanderbilt University" "TN" "I" "807" "522" 612 "988" "651" "538" 756 289 160 177 9 657
1 403 6725 "Univ. of Tennessee- Memphis" "TN" "I" "605" "461" 486 "757" "576" "502" 607 53 60 40 11 164
2 339 3537 "Abilene Christian University" "TX" "IIA" "424" "375" 376 "555" "491" "418" 494 68 42 36 14 160
3 369 3541 "Angelo State University" "TX" "IIB" "485" "425" 398 "618" "549" "484" 517 68 27 40 45 180
3 320 3543 "Austin College" "TX" "IIB" "508" "394" 418 "629" "500" "390" 518 37 20 23 4 84
3 325 3564 "East Texas Baptist Univ." "TX" "IIB" "377" "318" 329 "460" "409" "403" 409 19 9 17 10 55
2 351 3565 "East Texas State University" "TX" "IIA" "494" "378" 418 "625" "487" "456" 536 107 66 58 13 248
2 295 3571 "Hardin-Simmons University" "TX" "IIA" "378" "311" 330 "457" "380" "357" 400 39 11 25 9 84
2 314 3576 "Houston Baptist University" "TX" "IIA" "408" "363" 345 "507" "456" "397" 434 34 19 43 15 111
2 334 3581 "Lamar University-Beaumont" "TX" "IIA" "482" "382" 361 "591" "475" "417" 447 82 81 91 64 343
3 319 3584 "LeTourneau University" "TX" "IIB" "404" "343" 349 "525" "431" "428" 449 15 18 11 6 50
2 362 3592 "Midwestern State University" "TX" "IIA" "491" "418" 399 "613" "528" "463" 505 42 45 54 20 162
1 382 3594 "University of North Texas" "TX" "I" "551" "443" 448 "674" "550" "479" 555 249 203 234 5 751
2 346 3598 "Our Lady of the Lake Univ." "TX" "IIA" "499" "405" 379 "577" "469" "399" 437 24 25 30 21 101
2 343 3599 "Univ. of Texas-Pan Amer.Univ" "TX" "IIA" "503" "426" 367 "625" "536" "439" 467 63 85 109 109 369
1 481 3604 "Rice University" "TX" "I" "809" "548" 663 "992" "682" "593" 816 224 89 91 8 422
2 341 3606 "Sam Houston State University" "TX" "IIA" "497" "403" 408 "633" "523" "451" 529 147 63 116 10 365
3 257 3610 "Schreiner College" "TX" "IIB" "354" "300" 282 "425" "363" "313" 343 12 8 8 12 40
1 463 3613 "Southern Methodist Univ." "TX" "I" "733" "505" 550 "918" "636" "570" 687 158 154 135 5 483
2 328 3615 "Southwest Texas State Univ." "TX" "IIA" "495" "410" 385 "619" "521" "426" 492 209 135 204 53 662
3 373 3620 "Southwestern University" "TX" "IIB" "627" "470" 478 "763" "581" "465" 590 22 33 25 3 83
3 331 3621 "St. Edward's University" "TX" "IIB" "469" "385" 380 "552" "454" "392" 448 12 45 24 2 83
2 383 3623 "St. Mary's University" "TX" "IIA" "652" "474" 502 "744" "560" "452" 585 58 57 49 5 169
2 338 3624 "Stephen F.Austin State Univ." "TX" "IIA" "473" "379" 380 "582" "478" "434" 481 138 74 114 37 391
3 310 3625 "Sul Ross State University" "TX" "IIB" "440" "368" 354 "562" "474" "410" 462 34 15 24 8 95
2 347 3630 "Prairie View A&M University" "TX" "IIA" "485" "421" 369 "616" "542" "455" 481 34 58 64 73 232
2 347 3631 "Tarleton State University" "TX" "IIA" "446" "399" 354 "570" "516" "455" 462 42 48 48 62 204
1 423 3636 "Texas Christian University" "TX" "I" "654" "477" 511 "811" "599" "518" 632 107 109 99 9 336
2 348 3639 "Texas A&M Univ.-Kingsville" "TX" "IIA" "467" "393" 386 "589" "502" "450" 494 72 51 41 12 192
3 313 3641 "Texas Lutheran College" "TX" "IIB" "458" "370" 365 "564" "456" "386" 449 20 13 20 8 61
1 366 3642 "Texas Southern University" "TX" "I" "551" "455" 423 "684" "573" "469" 535 83 82 104 50 331
1 363 3644 "Texas Tech University" "TX" "I" "610" "429" 468 "762" "550" "472" 595 270 216 220 14 742
3 298 3645 "Texas Wesleyan University" "TX" "IIB" "456" "536" 439 "570" "656" "370" 544 42 30 15 9 96
1 342 3646 "Texas Woman's University" "TX" "I" "499" "401" 396 "623" "507" "438" 501 93 107 101 40 353
2 389 3647 "Trinity University" "TX" "IIA" "696" "477" 548 "860" "610" "497" 686 95 61 57 3 216
2 364 3651 "University of Dallas" "TX" "IIA" "474" "432" 395 "578" "550" "446" 489 23 35 25 1 108
1 398 3652 "University of Houston" "TX" "I" "681" "462" 520 "836" "585" "510" 651 341 288 238 24 903
1 395 3656 "Univ. of Texas at Arlington" "TX" "I" "581" "438" 455 "724" "557" "506" 577 185 224 137 0 608
1 432 3658 "Univ. of Texas at Austin" "TX" "I" "732" "476" 577 "888" "599" "548" 713 997 439 480 30 2099
2 365 3661 "Univ. of Texas at El Paso" "TX" "IIA" "522" "417" 404 "679" "552" "488" 535 101 122 142 10 423
3 252 3663 "Wayland Baptist Univ." "TX" "IIB" "433" "278" 311 "502" "338" "362" 387 18 19 15 10 62
2 326 3665 "West Texas A&M University" "TX" "IIA" "467" "358" 340 "583" "457" "419" 435 65 35 58 58 228
1 397 6967 "Baylor University" "TX" "I" "619" "474" 476 "791" "610" "504" 607 226 131 103 7 601
3 380 9651 "Texas A&M Internat'l Univ." "TX" "IIB" "445" "432" 404 "570" "554" "494" 522 10 16 18 4 48
1 451 9741 "Univ. of Texas at Dallas" "TX" "I" "661" "505" 557 "810" "634" "571" 692 89 58 59 1 207
3 348 9930 "Univ. of Texas -Permian Bsn." "TX" "IIB" "457" "393" 384 "576" "501" "449" 491 21 18 26 6 76
2 379 10115 "Univ. of Texas -San Antonio" "TX" "IIA" "546" "441" 429 "685" "562" "489" 548 61 120 108 6 314
3 376 10298 "Texas A&M Univ.at Galveston" "TX" "IIB" "570" "368" 393 "714" "475" "482" 503 15 15 8 0 63
1 394 10366 "Texas A & M University-Main" "TX" "I" "645" "460" 505 "798" "587" "509" 637 652 424 305 2 1546
2 334 11161 "Texas A&M U.-Corpus Christi" "TX" "IIA" "475" "396" 400 "604" "513" "440" 517 49 44 45 4 142
2 359 11163 "Univ. of Texas at Tyler" "TX" "IIA" "522" "421" 409 "666" "548" "496" 538 39 37 24 0 133
2 409 11711 "Univ. of Houston-Clear Lake" "TX" "IIA" "558" "479" 467 "696" "605" "520" 590 48 65 45 4 174
3 279 11854 "University of Central Texas" "TX" "IIB" "*" "321" 302 "*" "392" "350" 368 2 7 8 2 19
3 336 12826 "Univ. of Houston-Downtown" "TX" "IIB" "503" "404" 365 "628" "507" "429" 463 20 53 44 1 153
3 319 13231 "Univ. of Houston-Victoria" "TX" "IIB" "*" "389" 355 "*" "498" "411" 456 5 11 11 2 29
3 NA 29269 "East Texas State U-Texarkana" "TX" "IIB" "480" "373" 429 "616" "490" "*" 556 20 6 2 4 32
1 431 3670 "Brigham Young University" "UT" "I" "661" "504" 543 "851" "668" "577" 711 577 382 304 49 1372
1 383 3675 "University of Utah" "UT" "I" "615" "432" 498 "792" "574" "514" 652 388 231 216 25 860
1 364 3677 "Utah State University" "UT" "I" "518" "403" 420 "688" "546" "497" 567 199 165 158 20 583
3 290 3678 "Southern Utah University" "UT" "IIB" "421" "349" 335 "546" "473" "413" 459 33 48 55 11 147
3 341 3680 "Weber State University" "UT" "IIB" "483" "388" 389 "633" "522" "458" 518 160 97 124 61 459
3 325 3681 "Westminster Coll. Slt.Lke.Cy" "UT" "IIB" "445" "367" 359 "578" "459" "399" 448 15 25 35 4 79
3 281 3702 "Averett College" "VA" "IIB" "372" "319" 328 "454" "395" "342" 400 19 15 11 3 48
3 332 3704 "Bridgewater College" "VA" "IIB" "450" "390" 383 "563" "483" "417" 479 22 15 21 4 62
1 382 3705 "College of William and Mary" "VA" "I" "679" "499" 525 "827" "621" "484" 650 185 132 123 30 470
3 363 3706 "Christopher Newport Univ." "VA" "IIB" "509" "442" 412 "632" "553" "458" 515 39 44 68 15 166
3 286 3708 "Eastern Mennonite Coll.&Sem." "VA" "IIB" "387" "335" 325 "480" "411" "355" 402 26 13 15 13 69
3 296 3709 "Emory and Henry College" "VA" "IIB" "440" "358" 363 "531" "439" "351" 438 18 19 14 3 54
3 299 3711 "Ferrum College" "VA" "IIB" "415" "342" 353 "508" "417" "362" 431 27 21 16 5 69
3 338 3713 "Hampden-Sydney College" "VA" "IIB" "529" "397" 417 "631" "481" "419" 502 28 28 13 0 80
2 323 3714 "Hampton University" "VA" "IIA" "494" "377" 359 "568" "440" "374" 415 45 86 134 13 297
3 306 3715 "Hollins College" "VA" "IIB" "498" "398" 388 "609" "512" "374" 484 18 27 23 3 71
3 336 3719 "Longwood College" "VA" "IIB" "487" "420" 393 "611" "529" "431" 497 33 50 50 17 150
2 317 3720 "Lynchburg College" "VA" "IIA" "465" "392" 395 "567" "484" "396" 486 49 36 37 3 125
2 366 3721 "James Madison University" "VA" "IIA" "521" "447" 441 "647" "560" "466" 553 187 151 131 39 508
3 311 3723 "Mary Baldwin College" "VA" "IIB" "457" "370" 362 "551" "457" "380" 443 13 31 25 2 71
2 369 3724 "Marymount University" "VA" "IIA" "524" "418" 448 "616" "493" "434" 528 48 30 34 0 112
1 370 3728 "Old Dominion University" "VA" "I" "595" "451" 446 "731" "564" "468" 557 165 228 156 52 643
2 354 3732 "Radford University" "VA" "IIA" "499" "393" 407 "613" "488" "443" 505 137 119 92 43 391
3 313 3733 "Randolph-Macon College" "VA" "IIB" "522" "395" 399 "632" "484" "385" 488 22 30 21 6 79
3 337 3734 "Randolph-Macon Woman's Coll." "VA" "IIB" "495" "411" 409 "623" "512" "424" 512 17 28 18 2 65
1 404 3735 "Virginia Commonwealth Univ." "VA" "I" "610" "492" 491 "753" "611" "501" 609 220 310 211 43 784
3 338 3736 "Roanoke College" "VA" "IIB" "494" "408" 412 "624" "523" "422" 522 27 37 28 0 92
3 330 3737 "Shenandoah University" "VA" "IIB" "463" "387" 392 "554" "464" "394" 469 32 26 25 6 89
3 275 3739 "Saint Paul's College" "VA" "IIB" "319" "309" 290 "399" "368" "341" 357 8 9 8 8 33
3 372 3742 "Sweet Briar College" "VA" "IIB" "539" "433" 468 "666" "524" "445" 572 28 26 11 0 65
2 418 3744 "University of Richmond" "VA" "IIA" "711" "550" 565 "883" "686" "512" 700 80 70 72 0 222
3 325 3746 "Mary Washington College" "VA" "IIB" "475" "397" 401 "602" "507" "421" 513 59 43 48 0 157
3 313 3747 "U. Va. Clinch Valley College" "VA" "IIB" "445" "352" 350 "552" "442" "397" 440 17 14 18 4 58
1 445 3749 "George Mason University" "VA" "I" "753" "524" 568 "909" "650" "550" 696 210 266 156 43 675
3 279 3752 "Virginia Intermont College" "VA" "IIB" "332" "318" 307 "392" "373" "333" 363 7 15 12 0 34
3 364 3753 "Virginia Military Institute" "VA" "IIB" "532" "446" 467 "668" "573" "465" 590 52 14 24 2 94
1 404 3754 "Virginia Poly.Inst.&St.Univ." "VA" "I" "655" "467" 519 "802" "582" "506" 641 598 526 270 91 1485
2 375 3764 "Virginia State University" "VA" "IIA" "453" "416" 398 "554" "510" "462" 489 55 49 59 28 191
2 355 3765 "Norfolk State University" "VA" "IIA" "492" "429" 406 "618" "545" "456" 516 83 88 92 30 297
3 264 3766 "Virginia Union University" "VA" "IIB" "401" "351" 283 "459" "404" "302" 324 8 15 37 8 78
3 356 3767 "Virginia Wesleyan College" "VA" "IIB" "527" "432" 436 "643" "534" "447" 538 28 11 24 9 72
3 397 3768 "Washington & Lee University" "VA" "IIB" "685" "487" 592 "842" "605" "480" 728 84 30 24 0 138
1 430 6968 "University of Virginia" "VA" "I" "777" "517" 610 "953" "653" "545" 757 445 277 201 18 973
2 279 10392 "Liberty University" "VA" "IIA" "401" "341" 327 "458" "389" "322" 375 44 56 51 17 168
3 279 29261 "Christendom College" "VA" "IIB" "*" "*" 320 "*" "*" "336" 396 1 5 7 0 13
3 NA 3682 "Bennington College" "VT" "IIB" "*" "*" 373 "*" "*" "*" 449 0 0 0 0 46
3 302 3683 "Castleton State College" "VT" "IIB" "432" "355" 355 "580" "484" "410" 480 26 27 34 3 90
3 309 3687 "Green Mountain College" "VT" "IIB" "416" "355" 342 "518" "448" "390" 430 9 11 10 5 35
3 303 3688 "Johnson State College" "VT" "IIB" "423" "349" 342 "550" "478" "429" 469 14 21 29 2 66
3 293 3689 "Lyndon State College" "VT" "IIB" "433" "366" 366 "584" "501" "411" 500 18 22 17 0 57
3 398 3691 "Middlebury College" "VT" "IIB" "678" "469" 512 "878" "599" "493" 651 68 33 56 14 182
2 297 3692 "Norwich University" "VT" "IIA" "423" "356" 371 "545" "468" "394" 484 62 51 32 1 146
3 344 3694 "Saint Michael's College" "VT" "IIB" "501" "414" 404 "675" "548" "457" 540 33 38 46 0 122
3 299 3695 "Trinity College of Vermont" "VT" "IIB" "364" "340" 325 "432" "407" "365" 392 6 20 11 1 40
1 370 3696 "University of Vermont" "VT" "I" "606" "450" 458 "770" "586" "486" 592 175 174 115 0 555
2 292 3771 "Central Washington Univ." "WA" "IIA" "483" "355" 401 "596" "447" "374" 501 172 80 72 0 340
2 352 3775 "Eastern Washington Univ." "WA" "IIA" "480" "406" 425 "601" "514" "451" 537 181 79 74 14 348
3 319 3777 "Heritage College" "WA" "IIB" "*" "359" 322 "*" "437" "392" 395 4 7 9 8 28
2 345 3778 "Gonzaga University" "WA" "IIA" "616" "428" 420 "741" "527" "432" 518 49 83 96 23 251
2 351 3785 "Pacific Lutheran University" "WA" "IIA" "494" "409" 422 "617" "513" "434" 527 78 88 63 0 229
2 335 3788 "Seattle Pacific University" "WA" "IIA" "457" "388" 390 "563" "485" "422" 485 50 48 34 7 144
2 408 3790 "Seattle University" "WA" "IIA" "565" "476" 458 "674" "572" "495" 551 53 88 69 14 237
3 303 3794 "Saint Martin's College" "WA" "IIB" "378" "347" 325 "441" "418" "360" 386 7 14 28 1 50
3 389 3797 "University of Puget Sound" "WA" "IIB" "623" "469" 516 "788" "599" "495" 655 80 44 51 0 175
1 421 3798 "University of Washington" "WA" "I" "683" "485" 555 "838" "606" "524" 687 893 472 352 11 1906
3 300 3799 "Walla Walla College" "WA" "IIB" "333" "314" 312 "403" "382" "367" 379 45 20 36 13 117
1 393 3800 "Washington State University" "WA" "I" "597" "447" 470 "734" "559" "488" 584 337 281 279 62 965
2 371 3802 "Western Washington Univ." "WA" "IIA" "537" "444" 462 "665" "553" "461" 573 153 141 67 6 385
3 372 3803 "Whitman College" "WA" "IIB" "568" "451" 476 "717" "571" "468" 602 37 32 23 1 93
3 279 3804 "Whitworth College" "WA" "IIB" "426" "349" 345 "513" "426" "345" 420 26 39 18 10 93
3 NA 8155 "Evergreen State College" "WA" "IIB" "*" "*" 430 "*" "*" "*" 541 0 0 0 0 154
3 282 3832 "Alverno College" "WI" "IIB" "438" "352" 314 "511" "411" "332" 368 9 31 74 0 114
3 357 3835 "Beloit College" "WI" "IIB" "521" "409" 453 "660" "512" "428" 565 42 15 22 1 80
3 319 3839 "Carthage College" "WI" "IIB" "434" "374" 371 "556" "485" "406" 475 28 18 35 0 81
3 340 3842 "Concordia Univ. Wisconsin" "WI" "IIB" "416" "391" 348 "507" "509" "434" 443 10 14 35 1 74
3 321 3854 "Lakeland College" "WI" "IIB" "406" "*" 329 "489" "*" "384" 393 11 3 19 8 46
3 364 3856 "Lawrence University" "WI" "IIB" "570" "425" 462 "691" "521" "439" 561 42 28 31 3 104
3 302 3861 "Marian Coll.of Fond du Lac" "WI" "IIB" "440" "371" 334 "548" "464" "373" 414 9 17 41 4 71
1 426 3863 "Marquette University" "WI" "I" "705" "521" 527 "884" "662" "525" 662 94 238 151 0 483
3 353 3868 "Milwaukee School of Engrg." "WI" "IIB" "484" "411" 439 "609" "522" "427" 551 56 27 20 0 103
3 282 3869 "Mount Mary College" "WI" "IIB" "393" "327" 312 "493" "393" "327" 371 8 19 19 6 52
3 271 3875 "Northland College" "WI" "IIB" "375" "296" 325 "458" "354" "344" 397 19 15 7 2 44
3 320 3884 "Ripon College" "WI" "IIB" "491" "380" 409 "619" "479" "401" 515 28 23 17 1 69
3 353 3892 "St. Norbert College" "WI" "IIB" "546" "445" 415 "712" "585" "457" 541 15 45 42 7 109
1 439 3895 "Univ. Wisconsin-Madison" "WI" "I" "666" "498" 573 "831" "628" "566" 721 918 287 360 30 1641
1 421 3896 "Univ. Wisconsin-Milwaukee" "WI" "I" "604" "465" 495 "761" "598" "544" 632 267 306 192 2 797
2 356 3899 "Univ. Wisconsin-Green Bay" "WI" "IIA" "498" "417" 419 "638" "541" "468" 543 52 55 35 3 157
3 316 3911 "Viterbo College" "WI" "IIB" "448" "366" 344 "553" "441" "395" 423 10 23 28 10 71
2 349 3915 "Univ. Wisconsin-Stout" "WI" "IIA" "502" "394" 412 "642" "513" "460" 536 121 71 69 6 300
2 372 3917 "Univ. Wisconsin-Eau Claire" "WI" "IIA" "489" "410" 428 "627" "533" "487" 555 167 126 112 12 417
2 384 3919 "Univ. Wisconsin-La Crosse" "WI" "IIA" "511" "424" 430 "653" "549" "502" 556 128 103 90 8 369
2 357 3921 "Univ. Wisconsin-Platteville" "WI" "IIA" "517" "417" 437 "661" "542" "470" 565 94 57 58 0 221
2 340 3923 "Univ. Wisconsin-River Falls" "WI" "IIA" "485" "399" 420 "622" "519" "449" 545 112 57 57 2 238
2 353 3924 "Univ. Wisconsin-Stevens Pnt." "WI" "IIA" "516" "423" 437 "658" "548" "464" 565 138 104 84 5 344
2 348 3925 "Univ. Wisconsin-Superior" "WI" "IIA" "501" "410" 432 "642" "533" "459" 561 42 26 19 5 97
2 368 3926 "Univ. Wisconsin-Whitewater" "WI" "IIA" "525" "434" 432 "670" "562" "483" 559 127 103 99 5 379
2 391 5015 "Univ. Wisconsin-Parkside" "WI" "IIA" "535" "427" 434 "680" "553" "510" 561 49 58 37 1 163
2 374 9630 "Univ. Wisconsin-Oshkosh" "WI" "IIA" "541" "435" 439 "688" "562" "490" 567 104 108 130 4 356
3 272 3806 "Alderson Broaddus College" "WV" "IIB" "385" "315" 299 "507" "402" "349" 386 9 18 25 11 63
3 286 3808 "Bethany College" "WV" "IIB" "397" "348" 340 "501" "485" "358" 433 21 6 23 0 50
3 268 3809 "Bluefield State College" "WV" "IIB" "409" "315" 310 "483" "388" "341" 384 23 22 34 12 91
3 284 3810 "Concord College" "WV" "IIB" "400" "342" 325 "505" "438" "372" 420 29 18 35 12 94
3 259 3811 "Davis and Elkins College" "WV" "IIB" "373" "305" 299 "480" "388" "339" 386 14 10 14 7 46
3 317 3812 "Fairmont State College" "WV" "IIB" "432" "362" 361 "526" "446" "394" 445 57 44 45 27 173
3 274 3813 "Glenville State College" "WV" "IIB" "396" "325" 298 "484" "405" "341" 371 12 17 28 16 75
2 309 3815 "Marshall University" "WV" "IIA" "477" "390" 390 "576" "478" "384" 477 144 121 102 30 397
3 324 3818 "University of Charleston" "WV" "IIB" "385" "347" 333 "484" "440" "413" 423 10 21 21 15 67
3 305 3820 "Salem-Teikyo University" "WV" "IIB" "422" "353" 306 "509" "429" "368" 369 6 11 17 16 50
1 312 3822 "Shepherd College" "WW" "VII" "415" "348" 342 "508" "421" "383" 418 27 31 33 14 115
3 235 3823 "West Liberty State College" "WV" "IIB" "417" "327" 337 "513" "404" "294" 417 42 62 18 7 130
3 297 3825 "West Virginia Inst. of Tech." "WV" "IIB" "408" "340" 349 "502" "419" "369" 431 54 43 29 11 137
1 361 3827 "West Virginia University" "WV" "I" "535" "431" 439 "642" "521" "438" 529 335 237 272 22 895
3 339 3830 "West Virginia Wesleyan Coll." "WV" "IIB" "441" "383" 383 "572" "494" "434" 495 25 22 24 3 74
3 282 3831 "Wheeling Jesuit College" "WV" "IIB" "403" "348" 315 "486" "416" "348" 381 8 20 25 12 65
1 374 3932 "University of Wyoming" "WY" "I" "539" "410" 445 "658" "507" "464" 549 241 154 164 2 591
